-- Logs begin at Tue 2019-12-17 22:38:51 UTC, end at Thu 2019-12-19 09:13:15 UTC. --
Dec 19 08:52:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 08:52:32.406590 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000637-0000000002f4f6f8.wal is created
Dec 19 09:05:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:05:50.579634 I | mvcc: store.index: compact 45005413
Dec 19 09:05:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:05:50.589090 I | mvcc: finished scheduled compaction at 45005413 (took 6.28135ms)
Dec 19 09:06:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:06:26.526597 W | etcdserver: read-only range request "key:\"/registry/pods\" range_end:\"/registry/podt\" count_only:true " with result "range_response_count:0 size:9" took too long (760.80649ms) to execute
Dec 19 09:06:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:06:26.526831 W | etcdserver: read-only range request "key:\"/registry/certificatesigningrequests\" range_end:\"/registry/certificatesigningrequestt\" count_only:true " with result "range_response_count:0 size:7" took too long (692.741991ms) to execute
Dec 19 09:06:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:06:26.526923 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-rq4ch.15e1ba1e34438e08\" " with result "range_response_count:1 size:485" took too long (633.155555ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.447804 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (457.092627ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.448146 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (455.972004ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.448189 W | etcdserver: read-only range request "key:\"/registry/resourcequotas\" range_end:\"/registry/resourcequotat\" count_only:true " with result "range_response_count:0 size:7" took too long (201.191941ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.448311 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apps\" " with result "range_response_count:1 size:619" took too long (224.669478ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.448439 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (223.060412ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.448546 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (224.214238ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.448616 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.certificates.k8s.io\" " with result "range_response_count:1 size:664" took too long (225.072023ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.448650 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.authentication.k8s.io\" " with result "range_response_count:1 size:670" took too long (223.638783ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.708016 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1911" took too long (226.152203ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.708340 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (229.198866ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.708516 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.batch\" " with result "range_response_count:1 size:622" took too long (228.508216ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.708680 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (219.644234ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.708855 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (226.214683ms) to execute
Dec 19 09:07:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:23.709019 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (228.574978ms) to execute
Dec 19 09:07:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:30.643367 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (703.107735ms) to execute
Dec 19 09:07:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:30.643490 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (703.360176ms) to execute
Dec 19 09:07:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:44.177076 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (294.436512ms) to execute
Dec 19 09:07:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:44.177130 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (332.711736ms) to execute
Dec 19 09:07:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:44.177359 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (236.007531ms) to execute
Dec 19 09:07:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:07:55.093555 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (171.834069ms) to execute
Dec 19 09:08:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:00.893189 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (482.970389ms) to execute
Dec 19 09:08:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:09.025440 W | wal: sync duration of 1.86835053s, expected less than 1s
Dec 19 09:08:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:09.028218 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (1.750032374s) to execute
Dec 19 09:08:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:09.073789 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.39901812s) to execute
Dec 19 09:08:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:09.074069 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (780.848736ms) to execute
Dec 19 09:08:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:11.181992 W | wal: sync duration of 1.134339353s, expected less than 1s
Dec 19 09:08:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:11.185145 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (102.06839ms) to execute
Dec 19 09:08:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:17.872258 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (655.825013ms) to execute
Dec 19 09:08:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:17.872418 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:7" took too long (595.512908ms) to execute
Dec 19 09:08:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:17.872883 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (653.767237ms) to execute
Dec 19 09:08:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:20.108460 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (223.227168ms) to execute
Dec 19 09:08:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:20.108563 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (224.18963ms) to execute
Dec 19 09:08:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:20.108702 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (103.732647ms) to execute
Dec 19 09:08:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:34.882589 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (606.479615ms) to execute
Dec 19 09:08:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:34.882756 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (475.382335ms) to execute
Dec 19 09:08:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:39.800035 W | wal: sync duration of 2.579027987s, expected less than 1s
Dec 19 09:08:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:39.802776 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.602164969s) to execute
Dec 19 09:08:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:39.807119 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.60455428s) to execute
Dec 19 09:08:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:39.807537 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (384.833075ms) to execute
Dec 19 09:08:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:39.807811 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (1.559639121s) to execute
Dec 19 09:08:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:41.853369 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (916.081012ms) to execute
Dec 19 09:08:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:41.917556 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (612.612591ms) to execute
Dec 19 09:08:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:41.917640 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:9" took too long (121.224912ms) to execute
Dec 19 09:08:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:41.917684 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (980.426276ms) to execute
Dec 19 09:08:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:41.917788 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (779.875245ms) to execute
Dec 19 09:08:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:46.238718 W | wal: sync duration of 2.237862529s, expected less than 1s
Dec 19 09:08:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:46.241643 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (296.78474ms) to execute
Dec 19 09:08:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:46.241706 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (635.213679ms) to execute
Dec 19 09:08:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:46.241748 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (1.967049448s) to execute
Dec 19 09:08:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:46.241902 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (298.431137ms) to execute
Dec 19 09:08:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:46.241925 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (1.885699348s) to execute
Dec 19 09:08:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:46.242138 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts\" range_end:\"/registry/serviceaccountt\" count_only:true " with result "range_response_count:0 size:9" took too long (739.087583ms) to execute
Dec 19 09:08:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 09:08:46.242377 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (1.342191679s) to execute
