-- Logs begin at Fri 2020-01-31 10:16:36 UTC, end at Sat 2020-02-01 22:20:19 UTC. --
Feb 01 21:57:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:57:16.108329 W | wal: sync duration of 2.560027638s, expected less than 1s
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.451479 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (3.775140295s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.451669 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (2.928451445s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.451855 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d2b86a2e76e0bc\" " with result "range_response_count:0 size:7" took too long (4.356397166s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.451908 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-7ljh9.15ef6629360f6943\" " with result "range_response_count:1 size:588" took too long (2.983164379s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.452168 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (4.665479744s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.452283 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (3.459268908s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.452528 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (2.984316143s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.452870 W | etcdserver: request "header:<ID:14919139277751652955 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-7ljh9\" mod_revision:53282258 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-7ljh9\" value_size:1664 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-7ljh9\" > >>" with result "size:20" took too long (664.313223ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.461894 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (736.024857ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.462132 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apps\" " with result "range_response_count:1 size:619" took too long (2.108366716s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.462333 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.436793633s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.462608 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/prometheus-operator-kube-state-metrics\" " with result "range_response_count:1 size:498" took too long (2.109548656s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.462779 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.scheduling.k8s.io\" " with result "range_response_count:1 size:659" took too long (2.109104994s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.462796 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.apps\" " with result "range_response_count:1 size:605" took too long (2.108280959s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.462975 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (2.109594877s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.463655 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authentication.k8s.io\" " with result "range_response_count:1 size:656" took too long (2.10972688s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.467286 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:3642" took too long (2.453402198s) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.467483 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (899.913737ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.761448 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authorization.k8s.io\" " with result "range_response_count:1 size:653" took too long (272.265053ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.761488 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-7swx2\" " with result "range_response_count:1 size:1740" took too long (269.873937ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.761526 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.batch\" " with result "range_response_count:1 size:622" took too long (291.143407ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.761566 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (293.244019ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.761604 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.storage.k8s.io\" " with result "range_response_count:1 size:649" took too long (293.058115ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.761662 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d04be17ca0bb4e\" " with result "range_response_count:0 size:7" took too long (288.081726ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.761773 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:525" took too long (295.517944ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.761801 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-7swx2.15ef662ba0bbe3ff\" " with result "range_response_count:1 size:588" took too long (295.501013ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.761819 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (295.636728ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.761968 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/kube-scheduler-openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:1736" took too long (267.676918ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.762004 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (295.054482ms) to execute
Feb 01 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:50.762431 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kubernetes-dashboard\" " with result "range_response_count:1 size:523" took too long (291.172851ms) to execute
Feb 01 21:59:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:51.242164 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (474.598185ms) to execute
Feb 01 21:59:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:51.242298 W | etcdserver: request "header:<ID:14919139277751652968 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d04be17ca0bb4e\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d04be17ca0bb4e\" value_size:514 lease:5695767240896877057 >> failure:<>>" with result "size:20" took too long (203.989857ms) to execute
Feb 01 21:59:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:51.339189 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (568.425705ms) to execute
Feb 01 21:59:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:51.339254 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3153" took too long (437.915825ms) to execute
Feb 01 21:59:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:51.339523 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (568.812803ms) to execute
Feb 01 21:59:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:51.339648 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-7swx2.15ef66298f1c6fdc\" " with result "range_response_count:1 size:589" took too long (566.734241ms) to execute
Feb 01 21:59:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:51.476361 W | etcdserver: request "header:<ID:14919139277751652974 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-7swx2.15ef66298f1c6fdc\" mod_revision:53282457 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-7swx2.15ef66298f1c6fdc\" value_size:484 lease:5695767240896877057 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f-7swx2.15ef66298f1c6fdc\" > >>" with result "size:20" took too long (132.346792ms) to execute
Feb 01 21:59:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:51.843381 W | etcdserver: request "header:<ID:14919139277751652975 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/kube-scheduler-openhouse-demo-k8s-master-1.15d04bdb9a6ef57f\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/kube-scheduler-openhouse-demo-k8s-master-1.15d04bdb9a6ef57f\" value_size:478 lease:5695767240896877057 >> failure:<>>" with result "size:20" took too long (129.143572ms) to execute
Feb 01 21:59:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:51.843567 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (497.518388ms) to execute
Feb 01 21:59:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:51.843632 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.metrics.k8s.io\" " with result "range_response_count:1 size:1284" took too long (496.548551ms) to execute
Feb 01 21:59:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:51.843680 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-7ljh9.15ef662ac2578b69\" " with result "range_response_count:1 size:589" took too long (359.53343ms) to execute
Feb 01 21:59:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:52.097643 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (134.641572ms) to execute
Feb 01 21:59:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 21:59:53.675638 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (130.77996ms) to execute
Feb 01 22:00:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:00:16.808133 W | wal: sync duration of 1.073976137s, expected less than 1s
Feb 01 22:00:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:00:16.810778 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (662.425013ms) to execute
Feb 01 22:00:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:00:16.810904 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-7swx2.15ef660dfe95bc10\" " with result "range_response_count:1 size:547" took too long (1.072119188s) to execute
Feb 01 22:00:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:00:23.400152 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (356.459014ms) to execute
Feb 01 22:00:23 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:00:23.400235 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (343.202887ms) to execute
Feb 01 22:00:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:00:39.657178 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (188.250113ms) to execute
Feb 01 22:00:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:00:39.657335 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-rqvrl.15ef6636ba81083e\" " with result "range_response_count:1 size:591" took too long (524.149079ms) to execute
Feb 01 22:00:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:00:40.247532 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-2x2f9\" " with result "range_response_count:1 size:1118" took too long (156.906264ms) to execute
Feb 01 22:00:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:00:40.247734 W | etcdserver: request "header:<ID:14919139277751653585 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15ef6644d676e230\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15ef6644d676e230\" value_size:354 lease:5695767240896877430 >> failure:<>>" with result "size:20" took too long (133.677991ms) to execute
Feb 01 22:00:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:00:40.263086 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-795rv\" " with result "range_response_count:1 size:1121" took too long (147.898502ms) to execute
Feb 01 22:00:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:00:51.675115 W | wal: sync duration of 1.754131207s, expected less than 1s
Feb 01 22:00:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 22:00:51.675452 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-795rv\" " with result "range_response_count:1 size:1743" took too long (1.292274684s) to execute
