-- Logs begin at Wed 2020-01-29 20:49:21 UTC, end at Fri 2020-01-31 18:15:55 UTC. --
Jan 31 17:52:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:52:57.415383 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/0000000000000737-000000000378eff8.wal successfully
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.230209 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.246705 W | etcdserver: timed out waiting for read index response
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.246809 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "error:etcdserver: request timed out" took too long (15.436034025s) to execute
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.246872 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "error:etcdserver: request timed out" took too long (28.144067874s) to execute
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.246884 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "error:etcdserver: request timed out" took too long (23.251115108s) to execute
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.246909 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "error:etcdserver: request timed out" took too long (25.449751799s) to execute
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.246925 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/node-controller-token-hvht8\" " with result "error:etcdserver: request timed out" took too long (25.048998501s) to execute
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.246938 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "error:etcdserver: request timed out" took too long (20.520124209s) to execute
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.246947 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "error:etcdserver: request timed out" took too long (22.690000909s) to execute
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.246989 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "error:etcdserver: request timed out" took too long (28.469969068s) to execute
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.247000 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "error:etcdserver: request timed out" took too long (20.809819821s) to execute
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.247038 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "error:etcdserver: request timed out" took too long (25.971253092s) to execute
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.247060 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "error:etcdserver: request timed out" took too long (20.143064268s) to execute
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.730359 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:40.730513 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:41.230632 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:41.230678 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:41.731228 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:41.731274 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:42.231636 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:42.231684 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:42.731773 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:42.731820 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:43.231976 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:43.232034 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:43.732198 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:43.732282 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:44.232575 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:44.232637 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:44.732735 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:44.732795 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:45.232930 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:45.232979 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:45.733143 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:45.733197 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:46.233452 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:46.233557 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:46.733545 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:46.733652 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:47.233824 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:47.233882 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:47.733919 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:47.733979 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:48.233670 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "error:context canceled" took too long (9.905746552s) to execute
Jan 31 17:58:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:48.234129 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:48.234265 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:48.253349 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "error:context canceled" took too long (9.922301914s) to execute
Jan 31 17:58:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:48.487430 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-controller-manager-openhouse-demo-k8s-master-1.15d2b86a2e76e0bc\" " with result "error:context canceled" took too long (9.852920884s) to execute
Jan 31 17:58:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:48.487784 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "error:context canceled" took too long (9.952258937s) to execute
Jan 31 17:58:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:48.523651 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "error:context canceled" took too long (9.908790584s) to execute
Jan 31 17:58:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:48.524939 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5tx6v\" " with result "error:context canceled" took too long (9.909750744s) to execute
Jan 31 17:58:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:48.525082 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-5tx6v.15ef0a431f886636\" " with result "error:context canceled" took too long (3.111106938s) to execute
Jan 31 17:58:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:48.554242 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "error:context canceled" took too long (9.934581911s) to execute
Jan 31 17:58:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:48.632376 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "error:context canceled" took too long (9.890065634s) to execute
Jan 31 17:58:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:48.734343 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:48.734385 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:49.234653 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:49.234704 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:49.734827 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:49.734877 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:50.235116 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:50.235232 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:50.735226 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:50.735267 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:51.136349 W | wal: sync duration of 41.011328062s, expected less than 1s
Jan 31 17:58:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:51.235478 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:51.235559 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:51.735634 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:51.735687 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:52.235823 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:52.235879 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:52.736151 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:52.736216 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:53.236316 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:53.236409 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:53.736602 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:53.736673 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:54.236875 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:54.236935 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:54.737031 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:54.737078 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:55.237239 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:55.237311 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:55.737423 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:55.737472 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:56.237750 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
Jan 31 17:58:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:56.237820 W | etcdserver: failed to revoke 4f0b6e20cce644f8 ("etcdserver: request timed out")
Jan 31 17:58:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 17:58:56.738329 W | etcdserver: failed to revoke 4f0b6e20cce645b5 ("etcdserver: request timed out")
