-- Logs begin at Thu 2020-01-30 03:46:10 UTC, end at Fri 2020-01-31 22:51:59 UTC. --
Jan 31 22:29:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:29:07.775511 W | wal: sync duration of 1.044483122s, expected less than 1s
Jan 31 22:40:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:16.237769 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/authorizations\" range_end:\"/registry/config.istio.io/authorizationt\" count_only:true " with result "range_response_count:0 size:7" took too long (321.60181ms) to execute
Jan 31 22:40:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:16.237899 W | etcdserver: request "header:<ID:14919139277750741878 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:53051507 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (105.209657ms) to execute
Jan 31 22:40:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:18.219541 W | wal: sync duration of 1.524403754s, expected less than 1s
Jan 31 22:40:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:18.242101 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-dh87h\" " with result "range_response_count:1 size:3580" took too long (1.546172675s) to execute
Jan 31 22:40:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:18.242250 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (1.517511151s) to execute
Jan 31 22:40:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:18.242300 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-m5rtk\" " with result "range_response_count:1 size:3754" took too long (883.608256ms) to execute
Jan 31 22:40:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:18.242527 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (891.592609ms) to execute
Jan 31 22:40:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:18.242565 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.171269695s) to execute
Jan 31 22:40:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:18.242722 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1428" took too long (567.141142ms) to execute
Jan 31 22:40:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:18.242814 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.246551522s) to execute
Jan 31 22:40:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:18.242832 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (937.058176ms) to execute
Jan 31 22:40:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:18.680966 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/metrics-server\" " with result "range_response_count:1 size:603" took too long (432.68591ms) to execute
Jan 31 22:40:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:18.681023 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (430.510823ms) to execute
Jan 31 22:40:18 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:18.681660 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (433.298066ms) to execute
Jan 31 22:40:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:19.511085 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (1.172717475s) to execute
Jan 31 22:40:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:19.511380 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" " with result "range_response_count:6 size:13606" took too long (1.254318864s) to execute
Jan 31 22:40:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:19.511547 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-dh87h\" " with result "range_response_count:1 size:3784" took too long (1.251694026s) to execute
Jan 31 22:40:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:19.511756 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (1.034144325s) to execute
Jan 31 22:40:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:19.516434 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3153" took too long (827.327943ms) to execute
Jan 31 22:40:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:19.516735 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (293.886556ms) to execute
Jan 31 22:40:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:19.517038 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-m5rtk\" " with result "range_response_count:1 size:3784" took too long (810.458935ms) to execute
Jan 31 22:40:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:19.517200 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4240" took too long (810.878655ms) to execute
Jan 31 22:40:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.957316 W | wal: sync duration of 2.004821952s, expected less than 1s
Jan 31 22:40:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.985637 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (2.024833971s) to execute
Jan 31 22:40:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.986196 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops\" range_end:\"/registry/config.istio.io/noopt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.972202084s) to execute
Jan 31 22:40:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.986408 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (524.851819ms) to execute
Jan 31 22:40:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.986780 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecbindings\" range_end:\"/registry/config.istio.io/quotaspecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (558.0652ms) to execute
Jan 31 22:40:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.987328 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (836.867422ms) to execute
Jan 31 22:40:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.987625 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (877.854156ms) to execute
Jan 31 22:40:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.988058 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (881.58666ms) to execute
Jan 31 22:40:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.988384 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (1.145696074s) to execute
Jan 31 22:40:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.988758 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.442827709s) to execute
Jan 31 22:40:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.989077 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (1.453147837s) to execute
Jan 31 22:40:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.989348 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (1.826199927s) to execute
Jan 31 22:40:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.991708 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (157.219211ms) to execute
Jan 31 22:40:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:26.992042 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (249.18678ms) to execute
Jan 31 22:40:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:29.214617 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (193.474969ms) to execute
Jan 31 22:40:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:29.215043 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (195.571023ms) to execute
Jan 31 22:40:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:29.924650 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/metrics-server-68f94cc659-8pkpg\" " with result "range_response_count:1 size:3153" took too long (397.244048ms) to execute
Jan 31 22:40:29 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:29.924898 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (391.223656ms) to execute
Jan 31 22:40:31 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:31.948645 W | etcdserver: request "header:<ID:14919139277750742068 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:53051583 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:3914 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (279.361972ms) to execute
Jan 31 22:40:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:35.597269 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (122.914511ms) to execute
Jan 31 22:40:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:35.597334 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (355.883977ms) to execute
Jan 31 22:40:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:35.597400 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4181" took too long (719.172051ms) to execute
Jan 31 22:40:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:35.597424 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (349.618293ms) to execute
Jan 31 22:40:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:35.597552 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:7" took too long (788.326052ms) to execute
Jan 31 22:40:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:36.960303 W | wal: sync duration of 1.353840187s, expected less than 1s
Jan 31 22:40:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:36.962940 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stdios\" range_end:\"/registry/config.istio.io/stdiot\" count_only:true " with result "range_response_count:0 size:7" took too long (935.352469ms) to execute
Jan 31 22:40:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:36.962977 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecbindings\" range_end:\"/registry/config.istio.io/httpapispecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (859.289993ms) to execute
Jan 31 22:40:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:36.963016 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (913.184343ms) to execute
Jan 31 22:40:36 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:36.963090 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (912.589882ms) to execute
Jan 31 22:40:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:48.190646 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (527.53307ms) to execute
Jan 31 22:40:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:48.190693 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (534.462757ms) to execute
Jan 31 22:40:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:48.190742 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (660.585382ms) to execute
Jan 31 22:40:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:48.190861 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (1.043806689s) to execute
Jan 31 22:40:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-01-31 22:40:48.191143 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (936.308968ms) to execute
