-- Logs begin at Fri 2020-01-31 15:46:29 UTC, end at Sun 2020-02-02 04:01:22 UTC. --
Feb 02 03:38:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:38:17.248325 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-sidecar-injector-8946597f4-6br4h.15ef78a806a059df\" " with result "range_response_count:1 size:647" took too long (171.455512ms) to execute
Feb 02 03:51:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:37.469002 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:37.469047 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:37.969242 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:37 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:37.969321 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:38.137291 W | wal: sync duration of 40.059682066s, expected less than 1s
Feb 02 03:51:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:38.469429 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:38.469471 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:38.969594 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:38 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:38.969649 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:39.469814 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:39.469860 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:39.970029 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:39.970069 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:39.971448 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "error:context canceled" took too long (9.934275939s) to execute
Feb 02 03:51:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:40.470328 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:40.470384 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:40.970434 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:40 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:40.970486 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:41.470660 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:41.470713 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:41.970829 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:41 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:41.970907 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:42.471016 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:42.471067 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:42.630124 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "error:context canceled" took too long (6.683767699s) to execute
Feb 02 03:51:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:42.971383 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:42 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:42.971439 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:43.348960 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "error:context canceled" took too long (9.907091881s) to execute
Feb 02 03:51:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:43.416368 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-v4st9\" " with result "error:context canceled" took too long (6.629388934s) to execute
Feb 02 03:51:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:43.416475 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "error:context canceled" took too long (9.901710157s) to execute
Feb 02 03:51:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:43.471444 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:43.471512 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:43.971636 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:43 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:43.971868 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:44.471955 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:44.472007 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:44.972339 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:44.972392 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:45.166801 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "error:context canceled" took too long (9.953760714s) to execute
Feb 02 03:51:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:45.167353 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9j7jt\" " with result "error:context canceled" took too long (9.951231782s) to execute
Feb 02 03:51:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:45.472681 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:45.472801 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:45.972863 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:45 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:45.972967 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:46.254209 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "error:context canceled" took too long (9.945743184s) to execute
Feb 02 03:51:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:46.473029 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:46.473085 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:46.973286 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:46 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:46.973331 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:47.473414 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:47.473462 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:47.973678 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:47.973750 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:48.473880 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:48.473932 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:48.974119 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:48 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:48.974256 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:49.474317 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:49.474367 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:49.972389 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "error:context canceled" took too long (9.926070453s) to execute
Feb 02 03:51:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:49.974460 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:49.974488 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:50.474624 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:50.474685 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:50.974840 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:50.974993 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:51.475086 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:51.476395 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:51.975279 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:51.975327 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:52.475484 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:52.475573 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:52.975559 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:52.975625 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:53.346763 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "error:context canceled" took too long (9.918105497s) to execute
Feb 02 03:51:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:53.436288 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "error:context canceled" took too long (9.924086846s) to execute
Feb 02 03:51:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:53.437563 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-v4st9\" " with result "error:context canceled" took too long (9.920697736s) to execute
Feb 02 03:51:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:53.475754 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:53.475834 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:53.975991 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:53.976037 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:54.476328 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:54.476375 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:54.976585 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:54 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:54.976634 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:55.168570 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "error:context canceled" took too long (9.949197892s) to execute
Feb 02 03:51:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:55.168737 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-9j7jt.15ef79266c4bceb4\" " with result "error:context canceled" took too long (9.939573676s) to execute
Feb 02 03:51:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:55.168877 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9j7jt\" " with result "error:context canceled" took too long (9.938366185s) to execute
Feb 02 03:51:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:55.477053 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:55.477118 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:55.977354 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:55 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:55.977424 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:56.256350 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-scheduler-openhouse-demo-k8s-master-1.15d2b8691f895acb\" " with result "error:context canceled" took too long (9.941937925s) to execute
Feb 02 03:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:56.256569 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "error:context canceled" took too long (9.960641109s) to execute
Feb 02 03:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:56.477798 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:56.477850 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:56.978227 W | etcdserver: failed to revoke 4f0b6e20ccfaa6fb ("etcdserver: request timed out")
Feb 02 03:51:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:56.978311 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
Feb 02 03:51:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 03:51:57.478526 W | etcdserver: failed to revoke 4f0b6e20ccfaa69f ("etcdserver: request timed out")
